"LONG"	"LAT"	"Date"	"month"	"year"
-76.491667	-13.178333	1972-03-26	3	1972
-76.58	-13.52	1972-03-26	3	1972
-76.5	-13.883333	1972-03-26	3	1972
-76.083333	-14.726667	1972-03-27	3	1972
-76.296667	-14.9	1972-03-27	3	1972
-75.9	-14.933333	1972-03-27	3	1972
-75.631667	-15.005	1972-03-27	3	1972
-75.06	-15.778333	1972-03-28	3	1972
-74.4	-15.966667	1972-03-28	3	1972
-75.216667	-15.666667	1972-03-30	3	1972
-75.183333	-15.333333	1972-03-30	3	1972
-76.55	-13.383333	1972-09-05	9	1973
-79.166667	-8.566667	1972-09-05	9	1973
-79.289611	-7.966667	1972-09-05	9	1973
-74.55	-15.766667	1972-09-05	9	1973
-81.933333	-6.033333	1972-09-05	9	1973
-81.016667	-6.566667	1972-09-05	9	1973
-82.166667	-6.766667	1972-09-05	9	1973
-80.15	-6.85	1972-09-05	9	1973
-80.666667	-6.866667	1972-09-05	9	1973
-81.05	-6.883333	1972-09-05	9	1973
-79.7	-7.416667	1972-09-05	9	1973
-80.383333	-7.166667	1972-09-05	9	1973
-80.533333	-6.716667	1972-09-05	9	1973
-80.016667	-7.6	1972-09-05	9	1973
-79.766667	-8.033333	1972-09-05	9	1973
-80.883333	-7.983333	1972-09-05	9	1973
-79.366667	-8.666667	1972-09-05	9	1973
-78.916667	-8.666667	1972-09-05	9	1973
-78.7	-9.4	1972-09-05	9	1973
-78.566667	-10.1	1972-09-05	9	1973
-78.9	-10.1	1972-09-05	9	1973
-79.566667	-10.1	1972-09-05	9	1973
-78.116667	-10.2	1972-09-05	9	1973
-78.233333	-10.2	1972-09-05	9	1973
-78.25	-10.2	1972-09-05	9	1973
-78.016667	-10.6	1972-09-05	9	1973
-78.183333	-10.666667	1972-09-05	9	1973
-78.6	-10.666667	1972-09-05	9	1973
-78.45	-11.333333	1972-09-05	9	1973
-77.716667	-11.983333	1972-09-05	9	1973
-77.883333	-12	1972-09-05	9	1973
-77.9	-11.983333	1972-09-05	9	1973
-78.35	-10.608333	1972-09-05	9	1973
-78.283333	-10.55	1972-09-05	9	1973
-77.916667	-10.75	1972-09-05	9	1973
-77.35	-11.866667	1972-09-05	9	1973
-77.166667	-12.333333	1972-09-05	9	1973
-77.083333	-12.483333	1972-09-05	9	1973
-78.083333	-12.5	1972-09-05	9	1973
-77.133333	-13.316667	1972-09-05	9	1973
-77.816667	-13.45	1972-09-05	9	1973
-76.45	-13.783333	1972-09-05	9	1973
-77.266667	-13.733333	1972-09-05	9	1973
-77.983333	-13.683333	1972-09-05	9	1973
-76.883333	-14.05	1972-09-05	9	1973
-76.733333	-13.633333	1972-09-05	9	1973
-76.933333	-13.95	1972-09-05	9	1973
-76.216667	-14.533333	1972-09-05	9	1973
-76.916667	-14.605	1972-09-05	9	1973
-75.85	-14.883333	1972-09-05	9	1973
-76.266667	-14.833333	1972-09-05	9	1973
-77.3	-14.716667	1972-09-05	9	1973
-75.75	-15.45	1972-09-05	9	1973
-76.766667	-15.6	1972-09-05	9	1973
-74.9	-15.966667	1972-09-05	9	1973
-75.333333	-15.866667	1972-09-05	9	1973
-74.783333	-15.656667	1972-09-05	9	1973
-75.616667	-15.821667	1972-09-05	9	1973
-75.8	-15.55	1972-09-06	9	1973
-78.466667	-9.433333	1972-09-06	9	1973
-78.716667	-9.15	1972-09-06	9	1973
-81.366667	-6.1	1972-09-06	9	1973
-81.566667	-7.183333	1972-09-06	9	1973
-80.833333	-6.316667	1972-09-06	9	1973
-81.65	-7.616667	1972-09-06	9	1973
-80.083333	-7.233333	1972-09-06	9	1973
-81.4	-6.516667	1972-09-06	9	1973
-81.3	-6.083333	1972-09-06	9	1973
-81.083333	-6.233333	1972-09-06	9	1973
-80.9	-7.6	1972-09-06	9	1973
-81.083333	-8.183333	1972-09-06	9	1973
-79.9	-7.916667	1972-09-06	9	1973
-79.716667	-7.983333	1972-09-06	9	1973
-79.316667	-8.233333	1972-09-06	9	1973
-79.616667	-7.55	1972-09-06	9	1973
-80.15	-9.2	1972-09-06	9	1973
-79.016667	-8.533333	1972-09-06	9	1973
-78.666667	-9.583333	1972-09-06	9	1973
-79.266667	-9.316667	1972-09-06	9	1973
-78.933333	-10.333333	1972-09-06	9	1973
-78.9	-8.983333	1972-09-06	9	1973
-79.6	-10.683333	1972-09-06	9	1973
-78.466667	-11.283333	1972-09-06	9	1973
-77.166667	-12.383333	1972-09-06	9	1973
-77.266667	-12.05	1972-09-06	9	1973
-78.116667	-11.233333	1972-09-06	9	1973
-77.333333	-11.566667	1972-09-06	9	1973
-76.866667	-12.55	1972-09-06	9	1973
-76.666667	-12.8	1972-09-06	9	1973
-76.45	-13.283333	1972-09-06	9	1973
-77.183333	-12.633333	1972-09-06	9	1973
-77.1	-12.25	1972-09-06	9	1973
-76.633333	-13.55	1972-09-06	9	1973
-76.566667	-13.416667	1972-09-06	9	1973
-76.716667	-14.4	1972-09-06	9	1973
-76.4	-14.5	1972-09-06	9	1973
-77.083333	-14.133333	1972-09-06	9	1973
-76.333333	-14.95	1972-09-06	9	1973
-76.3	-15.433333	1972-09-06	9	1973
-75.733333	-15.2	1972-09-06	9	1973
-75.433333	-15.116667	1972-09-06	9	1973
-74.766667	-15.72	1972-09-06	9	1973
-75.266667	-15.616667	1972-09-06	9	1973
-81.15	-6.25	1972-09-07	9	1973
-81.133333	-6.916667	1972-09-07	9	1973
-79.866667	-7.066667	1972-09-07	9	1973
-81.4	-6.516667	1972-09-07	9	1973
-81.033333	-6.516667	1972-09-07	9	1973
-81.133333	-6.666667	1972-09-07	9	1973
-80.65	-6.55	1972-09-07	9	1973
-80.433333	-6.866667	1972-09-07	9	1973
-79.733333	-7.283333	1972-09-07	9	1973
-79.583333	-8.4	1972-09-07	9	1973
-79.733333	-7.866667	1972-09-07	9	1973
-79.683333	-8.05	1972-09-07	9	1973
-79.866667	-8.683333	1972-09-07	9	1973
-79.3	-9.716667	1972-09-07	9	1973
-79.133333	-10.416667	1972-09-07	9	1973
-78.416667	-9.466667	1972-09-07	9	1973
-78.283333	-9.9	1972-09-07	9	1973
-78.133333	-10.5	1972-09-07	9	1973
-78.233333	-10.533333	1972-09-07	9	1973
-78.166667	-10.466667	1972-09-07	9	1973
-76.966667	-12.966667	1972-09-07	9	1973
-78.533333	-12.616667	1972-09-07	9	1973
-76.45	-13.9	1972-09-07	9	1973
-76.45	-13.35	1972-09-07	9	1973
-77.183333	-14.733333	1972-09-07	9	1973
-75.983333	-15.316667	1972-09-07	9	1973
-76.783333	-15.216667	1972-09-07	9	1973
-75.95	-15.316667	1972-09-07	9	1973
-76.6	-15.4	1972-09-07	9	1973
-76.2	-15.2	1972-09-07	9	1973
-76.45	-14.966667	1972-09-07	9	1973
-75.766667	-14.766667	1972-09-07	9	1973
-75.171667	-15.933333	1972-09-07	9	1973
-81.033333	-6.266667	1972-09-08	9	1973
-79.983333	-6.933333	1972-09-08	9	1973
-79.883333	21	1972-09-08	9	1973
-80.066667	-6.916667	1972-09-08	9	1973
-79.883333	-7.033333	1972-09-08	9	1973
-79.85	-7.35	1972-09-08	9	1973
-79.6	-7.55	1972-09-08	9	1973
-79.283333	-8.366667	1972-09-08	9	1973
-79.116667	-8.633333	1972-09-08	9	1973
-79	-8.516667	1972-09-08	9	1973
-79.833333	-8.75	1972-09-08	9	1973
-79.75	-8.933333	1972-09-08	9	1973
-78.933333	-8.783333	1972-09-08	9	1973
-78.6	-9.716667	1972-09-08	9	1973
-78.6	-9.45	1972-09-08	9	1973
-78.7	-9.316667	1972-09-08	9	1973
-78.666667	-9.216667	1972-09-08	9	1973
-78.216667	-10.183333	1972-09-08	9	1973
-78.216667	-10.366667	1972-09-08	9	1973
-78.583333	-9.25	1972-09-08	9	1973
-78.483333	-9.733333	1972-09-08	9	1973
-77.75	-10.95	1972-09-08	9	1973
-78.066667	-10.9	1972-09-08	9	1973
-77.3	-12.066667	1972-09-08	9	1973
-76.766667	-12.716667	1972-09-08	9	1973
-77.166667	-12.266667	1972-09-08	9	1973
-76.366667	-13.4	1972-09-08	9	1973
-77.361667	-12.025	1972-10-18	10	1973
-79.8539	-7.0146	1972-10-19	10	1973
-78.5	-9.45	1972-10-19	10	1973
-77.675	-11.088333	1972-10-19	10	1973
-77.84	-11.021667	1972-10-19	10	1973
-79.833333	-8.75	1972-10-19	10	1973
-79.866667	-8.35	1972-10-19	10	1973
-76.941667	-12.283333	1972-10-20	10	1973
-79.266667	-11.653333	1972-10-20	10	1973
-78.2	-10.166667	1972-10-20	10	1973
-78.466667	-11.75	1972-10-20	10	1973
-82.208333	-6.166667	1972-10-20	10	1973
-82.8	-6.466667	1972-10-20	10	1973
-81.15	-6.45	1972-10-20	10	1973
-81.416667	-7.216667	1972-10-20	10	1973
-81.208333	-7.691667	1972-10-20	10	1973
-79.283333	-8.563333	1972-10-20	10	1973
-80.383333	-9.018333	1972-10-20	10	1973
-78.5	-9.4	1972-10-20	10	1973
-80.055	-9.468333	1972-10-20	10	1973
-79.746667	-10.383333	1972-10-20	10	1973
-77.360299	-11.600588	1972-10-20	10	1973
-78.7	-12.298333	1972-10-20	10	1973
-76.9	-12.383333	1972-10-20	10	1973
-78.498333	-12.751667	1972-10-20	10	1973
-76.435	-13.135	1972-10-20	10	1973
-77.031134	-12.990625	1972-10-20	10	1973
-76.983333	-14.126667	1972-10-20	10	1973
-76.84	-14.375	1972-10-20	10	1973
-77.75	-14.413333	1972-10-20	10	1973
-75.3	-15.245	1972-10-20	10	1973
-75.45	-15.066667	1972-10-20	10	1973
-74.741667	-15.625	1972-10-20	10	1973
-74.333333	-15.891667	1972-10-20	10	1973
-80.983333	-6.6	1972-10-20	10	1973
-81.271667	-6.583333	1972-10-20	10	1973
-79.716667	-7.416667	1972-10-20	10	1973
-79.8	-7.333333	1972-10-20	10	1973
-79.915	-8.383333	1972-10-20	10	1973
-79.271667	-8.15	1972-10-20	10	1973
-79.563333	-9.096667	1972-10-20	10	1973
-79.051667	-8.98	1972-10-20	10	1973
-78.288333	-9.818333	1972-10-20	10	1973
-79.028333	-9.75	1972-10-20	10	1973
-77.906667	-10.733333	1972-10-20	10	1973
-77.463333	-11.573333	1972-10-20	10	1973
-77.67	-11.466667	1972-10-20	10	1973
-77.5	-11.471667	1972-10-20	10	1973
-77.488333	-12.333333	1972-10-20	10	1973
-76.661667	-12.838333	1972-10-20	10	1973
-76.453333	-14.09	1972-10-20	10	1973
-76.978333	-14.041667	1972-10-20	10	1973
-76.486667	-13.833333	1972-10-20	10	1973
-75.583333	-14.885	1972-10-20	10	1973
-75.138333	-15.4	1972-10-20	10	1973
-75.645	-15.8	1972-10-20	10	1973
-78.058333	-10.495	1972-10-20	10	1973
-78.058333	-10.345	1972-10-20	10	1973
-80.735644	-7.335672	1972-10-20	10	1973
-80.333333	-7.116667	1972-10-20	10	1973
-80.133333	-6.85	1972-10-20	10	1973
-77.7	-11.133333	1972-10-21	10	1973
-81.578333	-6.43	1972-10-21	10	1973
-75.833333	-14.75	1972-10-21	10	1973
-77.766667	-11.266667	1972-10-21	10	1973
-78.45	-9.633333	1972-10-21	10	1973
-78.766667	-9.3	1972-10-21	10	1973
-76.466667	-13.35	1972-10-21	10	1973
-76.583333	-13.516667	1972-10-21	10	1973
-76.916667	-13.55	1972-10-21	10	1973
-77.233333	-13.566667	1972-10-21	10	1973
-75.5	-15.166667	1972-10-21	10	1973
-76.1	-15.216667	1972-10-21	10	1973
-81.086667	-6.316667	1972-10-21	10	1973
-80.7	-6.416667	1972-10-21	10	1973
-80.848333	-6.5	1972-10-21	10	1973
-82.183333	-6.733333	1972-10-21	10	1973
-80.133333	-7.116667	1972-10-21	10	1973
-79.625	-7.883333	1972-10-21	10	1973
-80.57	-8.346667	1972-10-21	10	1973
-78.933333	-9.033333	1972-10-21	10	1973
-80.016667	-8.683333	1972-10-21	10	1973
-78.4	-9.716667	1972-10-21	10	1973
-78.063333	-10.418333	1972-10-21	10	1973
-77.766667	-11.125	1972-10-21	10	1973
-77.3	-11.741667	1972-10-21	10	1973
-77.25	-11.76	1972-10-21	10	1973
-77.321667	-11.508333	1972-10-21	10	1973
-77.033333	-12.298333	1972-10-21	10	1973
-77.296667	-12.148333	1972-10-21	10	1973
-76.783333	-12.783333	1972-10-21	10	1973
-76.8	-12.58	1972-10-21	10	1973
-76.456667	-13.191667	1972-10-21	10	1973
-76.431667	-14.083333	1972-10-21	10	1973
-76.446667	-13.988333	1972-10-21	10	1973
-77.75	-14.425	1972-10-21	10	1973
-76	-14.633333	1972-10-21	10	1973
-77.17	-15.248333	1972-10-21	10	1973
-75	-15.483333	1972-10-21	10	1973
-74.566667	-15.733333	1972-10-21	10	1973
-81.191667	-6.15	1972-10-21	10	1973
-80.1	-7.083333	1972-10-21	10	1973
-80.266667	-7.083333	1972-10-21	10	1973
-80.6	-7.083333	1972-10-21	10	1973
-80.395	-8.223333	1972-10-21	10	1973
-80	-8.016667	1972-10-21	10	1973
-80.391667	-7.961667	1972-10-21	10	1973
-78.913847	-8.755931	1972-10-21	10	1973
-77.813333	-11.053333	1972-10-21	10	1973
-77.825	-11.238333	1972-10-21	10	1973
-77.808333	-12.166667	1972-10-21	10	1973
-77.308333	-12.15	1972-10-21	10	1973
-77.283333	-11.983333	1972-10-21	10	1973
-77.27	-12.833333	1972-10-21	10	1973
-76.776667	-12.833333	1972-10-21	10	1973
-76.488333	-13.638333	1972-10-21	10	1973
-76.583333	-14.833333	1972-10-21	10	1973
-75.855	-15.703333	1972-10-21	10	1973
-75.383333	-15.166667	1972-10-21	10	1973
-78.341667	-9.763333	1972-10-21	10	1973
-78.296444	-9.795739	1972-10-21	10	1973
-78.341667	-9.791667	1972-10-21	10	1973
-78.446667	-9.758333	1972-10-21	10	1973
-80.7	-7.133333	1972-10-21	10	1973
-80.683333	-7.266667	1972-10-21	10	1973
-80.6	-7.283333	1972-10-21	10	1973
-78.633333	-9.216667	1972-10-22	10	1973
-78.166667	-12.2	1972-10-22	10	1973
-77.333333	-12.1	1972-10-22	10	1973
-77.25	-12.2	1972-10-22	10	1973
-76.433333	-13.216667	1972-10-22	10	1973
-76.333333	-13.633333	1972-10-22	10	1973
-76.35	-14.183333	1972-10-22	10	1973
-75.65	-15.5	1972-10-22	10	1973
-81.583333	-6.816667	1972-10-22	10	1973
-80.645	-6.45	1972-10-22	10	1973
-80.433333	-6.866667	1972-10-22	10	1973
-80.508333	-7.916667	1972-10-22	10	1973
-79.633333	-7.625	1972-10-22	10	1973
-79.316667	-8.641667	1972-10-22	10	1973
-79.05	-8.516667	1972-10-22	10	1973
-79.35	-8.171667	1972-10-22	10	1973
-79.316667	-8.8	1972-10-22	10	1973
-78.013278	-10.514792	1972-10-22	10	1973
-79.615	-10.66	1972-10-22	10	1973
-78.895	-11.833333	1972-10-22	10	1973
-76.916667	-12.503333	1972-10-22	10	1973
-76.75	-13.35	1972-10-22	10	1973
-76.55	-13.266667	1972-10-22	10	1973
-76.396667	-13.773333	1972-10-22	10	1973
-76.175	-14.516667	1972-10-22	10	1973
-75.711667	-14.846667	1972-10-22	10	1973
-81.173333	-6.916667	1972-10-22	10	1973
-80.883333	-7.166667	1972-10-22	10	1973
-79.971667	-7.695	1972-10-22	10	1973
-79.131667	-8.416667	1972-10-22	10	1973
-78.775	-9.148333	1972-10-22	10	1973
-78.766667	-10.426667	1972-10-22	10	1973
-78.736667	-10.17	1972-10-22	10	1973
-77.776667	-11.086667	1972-10-22	10	1973
-78.253333	-11	1972-10-22	10	1973
-77.741667	-11.92	1972-10-22	10	1973
-77.283333	-11.75	1972-10-22	10	1973
-77.975	-11.666667	1972-10-22	10	1973
-77	-12.5	1972-10-22	10	1973
-76.881667	-12.425	1972-10-22	10	1973
-76.946667	-13.59	1972-10-22	10	1973
-76.316667	-13.5	1972-10-22	10	1973
-76.23	-14.336667	1972-10-22	10	1973
-76.586667	-14.396667	1972-10-22	10	1973
-76.62	-14.265	1972-10-22	10	1973
-76.283333	-15.275	1972-10-22	10	1973
-74.623333	-15.94	1972-10-22	10	1973
-78.941667	-9.063333	1972-10-22	10	1973
-78.796667	-8.896667	1972-10-22	10	1973
-78.946667	-8.695	1972-10-22	10	1973
-79.725	-7.525	1972-10-22	10	1973
-79.775	-7.608333	1972-10-22	10	1973
-80.366667	-8.4	1972-10-22	10	1973
-76.616667	-12.866667	1972-10-23	10	1973
-77.166667	-12.116667	1972-10-23	10	1973
-78.7	-9.15	1972-10-23	10	1973
-77.9	-10.815	1972-10-23	10	1973
-77.535	-11.838333	1972-10-23	10	1973
-77.353333	-11.783333	1972-10-23	10	1973
-77.195	-12.208333	1972-10-23	10	1973
-77.07	-12.136667	1972-10-23	10	1973
-76.666667	-12.666667	1972-10-23	10	1973
-78.008333	-10.716667	1972-10-23	10	1973
-77.88	-10.84	1972-10-23	10	1973
-76.448833	-13.179944	1972-10-23	10	1973
-76.413333	-13.333333	1972-10-23	10	1973
-75.506667	-14.983333	1972-10-23	10	1973
-78.366667	-9.855	1972-10-23	10	1973
-78.016667	-10.916667	1972-10-23	10	1973
-77.838333	-11.01	1972-10-24	10	1973
-76.483333	-15.616667	1973-09-10	9	1974
-74.833333	-15.916667	1973-09-11	9	1974
-75.683333	-15.966667	1973-09-11	9	1974
-76.866667	-15.366667	1973-09-11	9	1974
-76.466667	-15.05	1973-09-11	9	1974
-76.716667	-12.9	1973-09-11	9	1974
-76.8	-12.783333	1973-09-11	9	1974
-74.733333	-15.783333	1973-09-12	9	1974
-75.1	-15.8	1973-09-12	9	1974
-75.483333	-15.116667	1973-09-12	9	1974
-77.516667	-11.5	1973-09-15	9	1974
-78.75	-10.616667	1973-09-23	9	1974
-79.233333	-9.083333	1973-09-23	9	1974
-78.816667	-9.833333	1973-09-23	9	1974
-79.433333	-9.383333	1973-09-23	9	1974
-78.95	-9.133333	1973-09-23	9	1974
-79.816667	-7.55	1973-09-23	9	1974
-80.683333	-7.033333	1973-09-23	9	1974
-81.15	-6.516667	1973-09-23	9	1974
-77.283333	-11.8	1973-09-23	9	1974
-77.666667	-11.933333	1973-09-23	9	1974
-77.283333	-11.7	1973-09-23	9	1974
-77.366667	-12.416667	1973-09-23	9	1974
-75.916667	-14.933333	1973-09-23	9	1974
-77.783333	-14.683333	1973-09-23	9	1974
-78	-10.666667	1973-09-23	9	1974
-77.916667	-10.616667	1973-09-23	9	1974
-78.55	-11.233333	1973-09-23	9	1974
-76	-14.733333	1973-09-23	9	1974
-75.95	-14.75	1973-09-23	9	1974
-77.516667	-14	1973-09-23	9	1974
-77.3	-12.433333	1973-09-23	9	1974
-79	-8.65	1973-09-23	9	1974
-80.266667	-7.416667	1973-09-23	9	1974
-80.216667	-7.483333	1973-09-23	9	1974
-80.266667	-7.466667	1973-09-23	9	1974
-81.2	-5.983333	1973-09-23	9	1974
-81.05	-6.266667	1973-09-23	9	1974
-77.716667	-11.9	1973-09-24	9	1974
-78.233333	-10.033333	1973-09-24	9	1974
-79.266667	-9.7	1973-09-24	9	1974
-78.516667	-9.366667	1973-09-24	9	1974
-80	-9.233333	1973-09-24	9	1974
-79.066667	-8.233333	1973-09-24	9	1974
-80.033333	-8.65	1973-09-24	9	1974
-80.6	-7.383333	1973-09-24	9	1974
-80.2	-7.15	1973-09-24	9	1974
-81.4	-7.133333	1973-09-24	9	1974
-81.283333	-6.25	1973-09-24	9	1974
-81.283333	-6.133333	1973-09-24	9	1974
-77.8	-11.3	1973-09-24	9	1974
-77.6	-11.4	1973-09-24	9	1974
-77.716667	-11.383333	1973-09-24	9	1974
-77.65	-11.433333	1973-09-24	9	1974
-78.266667	-10.033333	1973-09-24	9	1974
-77.65	-11.35	1973-09-24	9	1974
-77.45	-11.466667	1973-09-24	9	1974
-75.183333	-15.633333	1973-09-24	9	1974
-75.1	-15.483333	1973-09-24	9	1974
-76.3	-14.266667	1973-09-24	9	1974
-76.733333	-12.933333	1973-09-24	9	1974
-77.066667	-12.666667	1973-09-24	9	1974
-77.216667	-11.883333	1973-09-24	9	1974
-77.466667	-12	1973-09-24	9	1974
-78.033333	-10.683333	1973-09-24	9	1974
-76.583333	-13.616667	1973-09-24	9	1974
-77.316667	-12.383333	1973-09-24	9	1974
-78.483333	-10.1	1973-09-24	9	1974
-78.466667	-10.133333	1973-09-24	9	1974
-78.55	-9.483333	1973-09-24	9	1974
-80.816667	-6.9	1973-09-24	9	1974
-80.866667	-6.816667	1973-09-24	9	1974
-80.75	-6.816667	1973-09-24	9	1974
-77.45	-11.45	1973-09-25	9	1974
-77.616667	-11.416667	1973-09-25	9	1974
-77.633333	-11.416667	1973-09-25	9	1974
-78.383333	-12.283333	1973-09-25	9	1974
-77.65	-11.416667	1973-09-25	9	1974
-77.616667	-11.416667	1973-09-25	9	1974
-77.633333	-11.45	1973-09-25	9	1974
-77.633333	-11.45	1973-09-25	9	1974
-78.65	-9.066667	1973-09-25	9	1974
-78.75	-9.216667	1973-09-25	9	1974
-79.166667	-8.533333	1973-09-25	9	1974
-79.816667	-7.55	1973-09-25	9	1974
-80.583333	-7.166667	1973-09-25	9	1974
-78.116667	-10.233333	1973-09-25	9	1974
-78.5	-10.183333	1973-09-25	9	1974
-78.45	-10.133333	1973-09-25	9	1974
-77.633333	-11.466667	1973-09-25	9	1974
-77.6	-11.4	1973-09-25	9	1974
-78.4	-10.116667	1973-09-25	9	1974
-77.55	-11.466667	1973-09-25	9	1974
-77.7	-11.35	1973-09-25	9	1974
-77.666667	-11.366667	1973-09-25	9	1974
-77.733333	-11.333333	1973-09-25	9	1974
-77.65	-11.433333	1973-09-25	9	1974
-74.7	-15.666667	1973-09-25	9	1974
-75.333333	-15.5	1973-09-25	9	1974
-75.416667	-15.65	1973-09-25	9	1974
-76.4	-14.6	1973-09-25	9	1974
-78.083333	-13.083333	1973-09-25	9	1974
-78.183333	-11.966667	1973-09-25	9	1974
-78.683333	-12.4	1973-09-25	9	1974
-78.1	-12.35	1973-09-25	9	1974
-78.333333	-11.433333	1973-09-25	9	1974
-80.733333	-7.133333	1973-09-25	9	1974
-78.6	-10.733333	1973-09-25	9	1974
-78.666667	-9.866667	1973-09-25	9	1974
-75.9	-14.7	1973-09-25	9	1974
-75.866667	-14.7	1973-09-25	9	1974
-75.883333	-14.683333	1973-09-25	9	1974
-75.883333	-14.7	1973-09-25	9	1974
-77.666667	-11.35	1973-09-25	9	1974
-77.7	-11.383333	1973-09-25	9	1974
-77.6	-11.433333	1973-09-25	9	1974
-77.75	-11.5	1973-09-25	9	1974
-77.75	-11.466667	1973-09-25	9	1974
-78.166667	-10.166667	1973-09-25	9	1974
-78.416667	-10.15	1973-09-25	9	1974
-78.516667	-9.416667	1973-09-25	9	1974
-79.35	-11.216667	1973-09-25	9	1974
-79.15	-8.516667	1973-09-25	9	1974
-79.533333	-8.516667	1973-09-25	9	1974
-80.6	-7.083333	1973-09-25	9	1974
-80.583333	-7.116667	1973-09-25	9	1974
-80.55	-7.033333	1973-09-25	9	1974
-80.616667	-7.1	1973-09-25	9	1974
-80.866667	-6.816667	1973-09-25	9	1974
-80.55	-7.216667	1973-09-25	9	1974
-77.583333	-11.416667	1973-09-26	9	1974
-77.733333	-11.45	1973-09-26	9	1974
-77.583333	-11.45	1973-09-26	9	1974
-77.666667	-11.416667	1973-09-26	9	1974
-78.183333	-10.45	1973-09-26	9	1974
-77.666667	-11.4	1973-09-26	9	1974
-77.383333	-11.5	1973-09-26	9	1974
-77.466667	-11.483333	1973-09-26	9	1974
-77.716667	-11.4	1973-09-26	9	1974
-77.533333	-11.433333	1973-09-26	9	1974
-77.533333	-11.433333	1973-09-26	9	1974
-77.583333	-11.466667	1973-09-26	9	1974
-77.65	-11.4	1973-09-26	9	1974
-77.183333	-12.15	1973-09-26	9	1974
-77.216667	-12.133333	1973-09-26	9	1974
-77.1	-12.216667	1973-09-26	9	1974
-77.45	-11.5	1973-09-26	9	1974
-77.716667	-11.383333	1973-09-26	9	1974
-77.65	-11.4	1973-09-26	9	1974
-78.733333	-9.15	1973-09-26	9	1974
-78.816667	-8.95	1973-09-26	9	1974
-79.466667	-7.766667	1973-09-26	9	1974
-80.016667	-7.566667	1973-09-26	9	1974
-80.016667	-7.566667	1973-09-26	9	1974
-80.033333	-7.483333	1973-09-26	9	1974
-80.866667	-6.783333	1973-09-26	9	1974
-81.158333	-7.041667	1974-02-26	2	1974
-80.991667	-7.141667	1974-02-26	2	1974
-80.11	-7.513333	1974-02-26	2	1974
-80.795	-7.7	1974-02-26	2	1974
-79.583333	-8.033333	1974-02-26	2	1974
-79.191667	-8.783333	1974-02-26	2	1974
-80.061667	-9.221667	1974-02-26	2	1974
-78.908333	-9.438333	1974-02-26	2	1974
-79.446667	-9.993333	1974-02-26	2	1974
-78.836667	-10.24	1974-02-26	2	1974
-78.271667	-10.541667	1974-02-26	2	1974
-77.488333	-11.811667	1974-02-26	2	1974
-77	-12.496667	1974-02-26	2	1974
-77.13	-13.356667	1974-02-26	2	1974
-77.141667	-13.75	1974-02-26	2	1974
-75.865	-14.806667	1974-02-26	2	1974
-76.066667	-14.896667	1974-02-26	2	1974
-76.785	-15.024167	1974-02-26	2	1974
-76.571667	-15.113333	1974-02-26	2	1974
-79.806667	-7.05	1974-02-27	2	1974
-79.703333	-7.74	1974-02-27	2	1974
-79.925	-7.853333	1974-02-27	2	1974
-79.408333	-8.503333	1974-02-27	2	1974
-79.76	-8.733333	1974-02-27	2	1974
-78.703333	-10.566667	1974-02-27	2	1974
-79.106667	-10.575	1974-02-27	2	1974
-77.783333	-10.886667	1974-02-27	2	1974
-77.603333	-11.596667	1974-02-27	2	1974
-77.238333	-12.213333	1974-02-27	2	1974
-76.755	-12.751667	1974-02-27	2	1974
-77.226667	-13.02	1974-02-27	2	1974
-76.31	-13.54	1974-02-27	2	1974
-76.866667	-13.983333	1974-02-27	2	1974
-76.168333	-14.425	1974-02-27	2	1974
-75.933333	-14.691667	1974-02-27	2	1974
-77.17	-14.853333	1974-02-27	2	1974
-76.305	-14.855	1974-02-27	2	1974
-75.493333	-15.036667	1974-02-27	2	1974
-75.991667	-15.883333	1974-02-27	2	1974
-79.828333	-7.125	1974-02-28	2	1974
-78.906667	-9.066667	1974-02-28	2	1974
-78.621667	-9.39	1974-02-28	2	1974
-77.925	-10.835	1974-02-28	2	1974
-78.038333	-10.841667	1974-02-28	2	1974
-77.703333	-11.233333	1974-02-28	2	1974
-77.35	-12.041667	1974-02-28	2	1974
-77.315	-12.101667	1974-02-28	2	1974
-76.44	-13.875	1974-02-28	2	1974
-76.016667	-14.746667	1974-02-28	2	1974
-77.6	-11.416667	1974-09-03	9	1975
-79.366667	-9.166667	1974-09-03	9	1975
-76.416667	-13.383333	1974-09-03	9	1975
-80.6	-7.25	1974-09-03	9	1975
-79.516667	-8.766667	1974-09-03	9	1975
-79.35	-8.483333	1974-09-03	9	1975
-75.216667	-15.466667	1974-09-03	9	1975
-81.166667	-6.266667	1974-09-03	9	1975
-81.433333	-6.866667	1974-09-03	9	1975
-81.3	-7.6	1974-09-03	9	1975
-78.75	-9.533333	1974-09-03	9	1975
-78.8	-10.9	1974-09-03	9	1975
-77.85	-10.933333	1974-09-03	9	1975
-77.35	-11.916667	1974-09-03	9	1975
-77.016667	-13.083333	1974-09-03	9	1975
-74.916667	-15.55	1974-09-04	9	1975
-80.466667	-6.7	1974-09-04	9	1975
-81.2	-6.016667	1974-09-04	9	1975
-80.133333	-7.133333	1974-09-04	9	1975
-79.766667	-8.4	1974-09-04	9	1975
-78.966667	-8.583333	1974-09-04	9	1975
-78.783333	-9.416667	1974-09-04	9	1975
-78.883333	-8.75	1974-09-04	9	1975
-78.233333	-10.2	1974-09-04	9	1975
-77.983333	-10.566667	1974-09-04	9	1975
